,ImgId,Impact_Mean,Impact_std,Impact_var
56,020aa744-ffb8-5785-bf98-d12fa4fec31e_cap1_1,2.6,1.140175425099138,1.3
57,020aa744-ffb8-5785-bf98-d12fa4fec31e_cap2_2,2.0,1.0,1.0
58,02deeef3-d0f7-54b1-b366-e0aa32cc83b8,3.0,1.0,1.0
59,02deeef3-d0f7-54b1-b366-e0aa32cc83b8_cap0_0,3.0,0.7071067811865476,0.5
60,02deeef3-d0f7-54b1-b366-e0aa32cc83b8_cap1_3,2.4,1.3416407864998738,1.7999999999999998
61,02deeef3-d0f7-54b1-b366-e0aa32cc83b8_cap2_0,3.4,0.5477225575051661,0.3
62,02f135e2-7b9b-520c-915d-225fb60d48ef,2.6666666666666665,0.5773502691896258,0.3333333333333333
63,02f135e2-7b9b-520c-915d-225fb60d48ef_cap0_2,3.0,0.0,0.0
64,02f135e2-7b9b-520c-915d-225fb60d48ef_cap1_3,2.6666666666666665,1.1547005383792517,1.3333333333333333
65,02f135e2-7b9b-520c-915d-225fb60d48ef_cap2_2,1.0,0.0,0.0
66,042069d0-835a-551e-b4fc-edbdefc07bff_cap0_1,1.8,0.8366600265340756,0.7
67,042069d0-835a-551e-b4fc-edbdefc07bff_cap1_3,2.4,1.140175425099138,1.3
68,042069d0-835a-551e-b4fc-edbdefc07bff_cap2_0,2.2,1.3038404810405295,1.7
69,045ca94e-2a58-5780-ac1b-2bbc44f84bda,2.2,0.8366600265340756,0.7
70,045ca94e-2a58-5780-ac1b-2bbc44f84bda_cap0_0,3.2,0.8366600265340756,0.7
71,045ca94e-2a58-5780-ac1b-2bbc44f84bda_cap1_3,2.4,1.1401754250991378,1.2999999999999998
72,045ca94e-2a58-5780-ac1b-2bbc44f84bda_cap2_1,3.0,0.7071067811865476,0.5
73,046dde57-cedb-5051-b4d3-478c182cc3ed,1.0,0.0,0.0
74,046dde57-cedb-5051-b4d3-478c182cc3ed_cap0_2,3.6666666666666665,0.5773502691896258,0.3333333333333333
75,046dde57-cedb-5051-b4d3-478c182cc3ed_cap1_3,2.333333333333333,0.5773502691896258,0.3333333333333333
76,046dde57-cedb-5051-b4d3-478c182cc3ed_cap2_3,3.0,1.0,1.0
77,04915fb7-fa03-5be5-90ce-cfa6d5e194c3,2.6666666666666665,0.5773502691896257,0.3333333333333332
78,04915fb7-fa03-5be5-90ce-cfa6d5e194c3_cap0_2,3.333333333333333,1.1547005383792517,1.3333333333333333
79,04915fb7-fa03-5be5-90ce-cfa6d5e194c3_cap1_3,1.0,0.0,0.0
80,04915fb7-fa03-5be5-90ce-cfa6d5e194c3_cap2_0,2.6666666666666665,0.5773502691896258,0.3333333333333333
81,0499d26e-9fc3-551e-8337-17f1f15ec538,2.0,1.0,1.0
82,0499d26e-9fc3-551e-8337-17f1f15ec538_cap0_0,2.333333333333333,0.5773502691896258,0.3333333333333333
83,0499d26e-9fc3-551e-8337-17f1f15ec538_cap1_3,4.0,0.0,0.0
84,0499d26e-9fc3-551e-8337-17f1f15ec538_cap2_2,1.6666666666666667,1.1547005383792517,1.3333333333333337
85,04e81637-ed61-589e-a474-f7726f0c98a0,1.6666666666666667,0.5773502691896258,0.3333333333333333
86,04e81637-ed61-589e-a474-f7726f0c98a0_cap0_2,3.6666666666666665,0.5773502691896257,0.3333333333333332
87,04e81637-ed61-589e-a474-f7726f0c98a0_cap1_2,3.333333333333333,0.5773502691896257,0.3333333333333332
88,04e81637-ed61-589e-a474-f7726f0c98a0_cap2_2,1.3333333333333333,0.5773502691896258,0.3333333333333333
89,05452d50-4446-5a5e-8b1d-9eacf5d016cc,2.333333333333333,1.5275252316519463,2.333333333333333
90,05452d50-4446-5a5e-8b1d-9eacf5d016cc_cap0_0,2.0,1.0,1.0
91,05452d50-4446-5a5e-8b1d-9eacf5d016cc_cap1_1,2.333333333333333,1.1547005383792517,1.3333333333333333
92,05452d50-4446-5a5e-8b1d-9eacf5d016cc_cap2_0,3.333333333333333,1.1547005383792517,1.3333333333333337
93,05991ddb-3b21-5d22-ba18-bce5535f0770,2.6666666666666665,1.5275252316519468,2.333333333333333
94,05991ddb-3b21-5d22-ba18-bce5535f0770_cap0_1,2.0,0.0,0.0
95,05991ddb-3b21-5d22-ba18-bce5535f0770_cap1_3,2.6666666666666665,1.5275252316519463,2.333333333333333
96,05991ddb-3b21-5d22-ba18-bce5535f0770_cap2_0,2.6666666666666665,1.5275252316519468,2.333333333333333
97,05aea23f-bf27-598d-a8d7-692f03039b12,1.0,0.0,0.0
98,05aea23f-bf27-598d-a8d7-692f03039b12_cap0_0,3.0,1.0,1.0
99,05aea23f-bf27-598d-a8d7-692f03039b12_cap1_1,3.6666666666666665,0.5773502691896257,0.3333333333333332
100,05aea23f-bf27-598d-a8d7-692f03039b12_cap2_1,2.333333333333333,0.5773502691896258,0.3333333333333333
101,05e5986d-9d08-54fa-a4bd-3ced897477a5,2.0,1.0,1.0
102,05e5986d-9d08-54fa-a4bd-3ced897477a5_cap0_1,2.333333333333333,1.5275252316519468,2.333333333333333
103,05e5986d-9d08-54fa-a4bd-3ced897477a5_cap1_0,3.0,1.0,1.0
104,05e5986d-9d08-54fa-a4bd-3ced897477a5_cap2_0,2.0,1.7320508075688772,3.0
105,064a813b-d271-5863-ba0c-16978d26a070,3.0,0.0,0.0
106,064a813b-d271-5863-ba0c-16978d26a070_cap0_2,1.6666666666666667,0.5773502691896258,0.3333333333333333
107,064a813b-d271-5863-ba0c-16978d26a070_cap1_2,3.0,1.7320508075688772,3.0
108,064a813b-d271-5863-ba0c-16978d26a070_cap2_2,2.333333333333333,1.5275252316519468,2.333333333333333
109,0667823f-dc3e-56df-aeeb-19ba0664c8fb,1.8,1.0954451150103324,1.2000000000000002
110,0667823f-dc3e-56df-aeeb-19ba0664c8fb_cap0_3,2.4,1.1401754250991378,1.2999999999999998
111,0667823f-dc3e-56df-aeeb-19ba0664c8fb_cap1_0,2.4,0.8944271909999159,0.8
112,0667823f-dc3e-56df-aeeb-19ba0664c8fb_cap2_0,2.6,0.8944271909999159,0.8
113,06795e8c-550d-54ab-99f6-4879ce709f9c,2.4,0.8944271909999159,0.8
114,06795e8c-550d-54ab-99f6-4879ce709f9c_cap0_2,2.8,0.8366600265340756,0.7
115,06795e8c-550d-54ab-99f6-4879ce709f9c_cap1_3,3.2,1.3038404810405295,1.7000000000000002
116,06795e8c-550d-54ab-99f6-4879ce709f9c_cap2_3,2.8,0.8366600265340756,0.7
117,0682c2d4-0e92-540e-9e06-6df3bc1c2edc,2.0,1.0,1.0
118,0682c2d4-0e92-540e-9e06-6df3bc1c2edc_cap0_2,1.3333333333333333,0.5773502691896258,0.3333333333333333
119,0682c2d4-0e92-540e-9e06-6df3bc1c2edc_cap1_2,3.6666666666666665,0.5773502691896258,0.3333333333333333
120,0682c2d4-0e92-540e-9e06-6df3bc1c2edc_cap2_3,3.0,1.0,1.0
121,06d67eea-b7f0-5c50-a58b-2477c00cba5c,3.0,0.0,0.0
122,06d67eea-b7f0-5c50-a58b-2477c00cba5c_cap0_3,3.6666666666666665,0.5773502691896257,0.3333333333333332
123,06d67eea-b7f0-5c50-a58b-2477c00cba5c_cap1_3,1.6666666666666667,0.5773502691896257,0.3333333333333333
124,06d67eea-b7f0-5c50-a58b-2477c00cba5c_cap2_2,1.3333333333333333,0.5773502691896257,0.3333333333333333
125,06f80829-95a4-5307-b425-d2b5045a1d0c,1.3333333333333333,0.5773502691896258,0.3333333333333333
126,06f80829-95a4-5307-b425-d2b5045a1d0c_cap0_2,3.0,1.0,1.0
127,06f80829-95a4-5307-b425-d2b5045a1d0c_cap1_1,2.0,1.0,1.0
128,07388a41-ee20-5a74-af4c-9751e8c61fb1,2.4,0.8944271909999159,0.7999999999999999
129,07388a41-ee20-5a74-af4c-9751e8c61fb1_cap0_3,2.4,0.5477225575051662,0.3
130,07388a41-ee20-5a74-af4c-9751e8c61fb1_cap1_3,2.6,0.5477225575051661,0.3
131,07388a41-ee20-5a74-af4c-9751e8c61fb1_cap2_3,3.0,1.0,1.0
132,07c4b544-fa1d-5961-8f37-7632577c9524,1.6666666666666667,0.5773502691896258,0.3333333333333333
133,07c4b544-fa1d-5961-8f37-7632577c9524_cap0_3,1.3333333333333333,0.5773502691896258,0.3333333333333333
134,07f83f86-15b7-560f-9faf-c2c497a5cc4c,2.0,1.7320508075688772,3.0
135,07f83f86-15b7-560f-9faf-c2c497a5cc4c_cap0_1,2.6666666666666665,0.5773502691896258,0.3333333333333333
136,07f83f86-15b7-560f-9faf-c2c497a5cc4c_cap1_0,2.0,1.0,1.0
137,07f83f86-15b7-560f-9faf-c2c497a5cc4c_cap2_0,3.333333333333333,1.1547005383792517,1.3333333333333333
138,08014696-8872-5efb-b41c-b866f48416a1,3.0,0.0,0.0
139,08014696-8872-5efb-b41c-b866f48416a1_cap0_1,1.6666666666666667,0.5773502691896257,0.3333333333333333
140,08014696-8872-5efb-b41c-b866f48416a1_cap1_0,1.3333333333333333,0.5773502691896257,0.3333333333333333
141,080bb14d-3674-50e3-a46e-ce34d1707f6f,3.0,1.0,1.0
142,080bb14d-3674-50e3-a46e-ce34d1707f6f_cap0_3,1.6666666666666667,1.1547005383792517,1.3333333333333337
143,080bb14d-3674-50e3-a46e-ce34d1707f6f_cap1_1,2.6666666666666665,1.5275252316519463,2.333333333333333
144,080bb14d-3674-50e3-a46e-ce34d1707f6f_cap2_2,2.333333333333333,0.5773502691896258,0.3333333333333333
145,08ab950e-9a61-54aa-9733-fdfadfb45aee,3.333333333333333,1.1547005383792517,1.3333333333333333
146,08ab950e-9a61-54aa-9733-fdfadfb45aee_cap0_0,3.0,1.7320508075688772,3.0
147,08ab950e-9a61-54aa-9733-fdfadfb45aee_cap1_0,1.3333333333333333,0.5773502691896258,0.3333333333333333
148,08ab950e-9a61-54aa-9733-fdfadfb45aee_cap2_2,3.0,0.0,0.0
149,0926e83a-4e21-5dbc-8097-054f59c54dbc,2.0,1.7320508075688772,3.0
150,0926e83a-4e21-5dbc-8097-054f59c54dbc_cap0_2,2.6666666666666665,0.5773502691896257,0.3333333333333332
151,0926e83a-4e21-5dbc-8097-054f59c54dbc_cap1_3,3.333333333333333,1.1547005383792517,1.3333333333333333
152,0926e83a-4e21-5dbc-8097-054f59c54dbc_cap2_1,1.6666666666666667,0.5773502691896257,0.3333333333333333
153,0992452c-b924-5958-9ed9-3aaf210c67f7,3.333333333333333,1.1547005383792517,1.3333333333333333
154,0992452c-b924-5958-9ed9-3aaf210c67f7_cap0_1,2.6666666666666665,0.5773502691896257,0.3333333333333332
155,0992452c-b924-5958-9ed9-3aaf210c67f7_cap1_1,3.0,1.0,1.0
156,0992452c-b924-5958-9ed9-3aaf210c67f7_cap2_1,1.0,0.0,0.0
157,0a903c93-1464-5c2a-bdf3-0ee21830014a,2.6666666666666665,0.5773502691896257,0.3333333333333332
158,0a903c93-1464-5c2a-bdf3-0ee21830014a_cap1_2,1.0,0.0,0.0
159,0a903c93-1464-5c2a-bdf3-0ee21830014a_cap2_2,3.0,1.0,1.0
160,0ab50367-2a7e-5b76-9d55-cb2b6a4aeb00,3.0,1.0690449676496976,1.1428571428571428
161,0ab50367-2a7e-5b76-9d55-cb2b6a4aeb00_cap0_2,1.0,0.0,0.0
162,0ab50367-2a7e-5b76-9d55-cb2b6a4aeb00_cap0_3,2.4,0.8944271909999159,0.7999999999999999
163,0ab50367-2a7e-5b76-9d55-cb2b6a4aeb00_cap1_2,2.75,1.035098339013531,1.0714285714285714
164,0ab50367-2a7e-5b76-9d55-cb2b6a4aeb00_cap2_1,2.0,0.0,0.0
165,0ab50367-2a7e-5b76-9d55-cb2b6a4aeb00_cap2_2,3.2,1.3038404810405295,1.7
166,0ae8e641-8440-5de3-a1c3-537e99705246,2.6666666666666665,1.1547005383792517,1.3333333333333337
167,0ae8e641-8440-5de3-a1c3-537e99705246_cap0_2,1.0,0.0,0.0
168,0ae8e641-8440-5de3-a1c3-537e99705246_cap1_3,3.0,0.0,0.0
169,0ae8e641-8440-5de3-a1c3-537e99705246_cap2_3,3.333333333333333,1.1547005383792517,1.3333333333333337
170,0b421efb-f739-557f-bf0c-5c197f98ce64,3.0,1.0,1.0
171,0b421efb-f739-557f-bf0c-5c197f98ce64_cap0_0,2.0,1.0,1.0
172,0b421efb-f739-557f-bf0c-5c197f98ce64_cap1_0,2.0,1.0,1.0
173,0b421efb-f739-557f-bf0c-5c197f98ce64_cap2_2,3.0,1.7320508075688772,3.0
174,0b646b36-2c1d-5cf8-9878-bfce919402a6,2.333333333333333,1.5275252316519468,2.333333333333333
175,0b646b36-2c1d-5cf8-9878-bfce919402a6_cap0_2,3.6666666666666665,0.5773502691896258,0.3333333333333333
176,0b646b36-2c1d-5cf8-9878-bfce919402a6_cap1_2,1.6666666666666667,1.1547005383792517,1.3333333333333337
177,0b646b36-2c1d-5cf8-9878-bfce919402a6_cap2_2,2.333333333333333,0.5773502691896257,0.3333333333333332
178,0bbcdd50-e3a4-5220-abca-b09dcafaad0a,1.6,0.5477225575051662,0.3
179,0bbcdd50-e3a4-5220-abca-b09dcafaad0a_cap0_2,1.8,0.8366600265340756,0.7
180,0bbcdd50-e3a4-5220-abca-b09dcafaad0a_cap1_2,2.0,0.7071067811865476,0.5
181,0bbcdd50-e3a4-5220-abca-b09dcafaad0a_cap2_0,2.2,1.0954451150103324,1.2000000000000002
182,0ce6b155-ebac-513a-8b72-59f275b1d63f,1.3333333333333333,0.5773502691896258,0.3333333333333333
183,0ce6b155-ebac-513a-8b72-59f275b1d63f_cap0_2,4.0,0.0,0.0
184,0ce6b155-ebac-513a-8b72-59f275b1d63f_cap1_0,2.6666666666666665,0.5773502691896258,0.3333333333333333
185,0ce6b155-ebac-513a-8b72-59f275b1d63f_cap2_2,2.0,1.0,1.0
186,0cf0d7a4-a42d-599c-88e2-cd82ff2cbf90,2.8,1.3038404810405295,1.7
187,0cf0d7a4-a42d-599c-88e2-cd82ff2cbf90_cap0_3,2.2,1.3038404810405295,1.6999999999999995
188,0cf0d7a4-a42d-599c-88e2-cd82ff2cbf90_cap2_2,2.6,0.5477225575051661,0.3
189,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc,1.0,0.0,0.0
190,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc_cap0_2,3.0,0.0,0.0
191,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc_cap1_2,2.333333333333333,0.5773502691896258,0.3333333333333333
192,0d78bb57-1bab-5a6b-9dde-79a5f92069d7,1.6666666666666667,1.1547005383792517,1.3333333333333337
193,0d78bb57-1bab-5a6b-9dde-79a5f92069d7_cap0_2,2.6666666666666665,1.1547005383792517,1.3333333333333333
194,0d78bb57-1bab-5a6b-9dde-79a5f92069d7_cap1_2,2.0,1.0,1.0
195,0d78bb57-1bab-5a6b-9dde-79a5f92069d7_cap2_3,3.6666666666666665,0.5773502691896258,0.3333333333333333
196,0d93591c-b3e0-53f1-9201-6966c0d23808,1.6666666666666667,0.5773502691896257,0.3333333333333333
197,0d93591c-b3e0-53f1-9201-6966c0d23808_cap0_1,2.6666666666666665,1.5275252316519463,2.333333333333333
198,0d93591c-b3e0-53f1-9201-6966c0d23808_cap1_0,2.333333333333333,1.5275252316519463,2.333333333333333
199,0d93591c-b3e0-53f1-9201-6966c0d23808_cap2_3,3.333333333333333,0.5773502691896258,0.3333333333333333
200,0d968c5f-49e5-5601-8c6e-02d8a1315a6d,2.6,1.140175425099138,1.3
201,0d968c5f-49e5-5601-8c6e-02d8a1315a6d_cap0_2,2.8,1.3038404810405295,1.7000000000000002
202,0d968c5f-49e5-5601-8c6e-02d8a1315a6d_cap1_2,2.8,1.095445115010332,1.2
203,0d968c5f-49e5-5601-8c6e-02d8a1315a6d_cap2_3,2.6,0.8944271909999159,0.8
204,0db816b3-42a0-51eb-8517-ca07783762fb,2.6666666666666665,1.1547005383792517,1.3333333333333333
205,0db816b3-42a0-51eb-8517-ca07783762fb_cap0_3,2.0,1.0,1.0
206,0db816b3-42a0-51eb-8517-ca07783762fb_cap1_1,2.333333333333333,1.1547005383792517,1.3333333333333337
207,0db816b3-42a0-51eb-8517-ca07783762fb_cap2_3,3.0,1.7320508075688772,3.0
208,0ded15d1-d106-5c8b-975d-ea4b83e6ca46,2.0,0.0,0.0
209,0ded15d1-d106-5c8b-975d-ea4b83e6ca46_cap2_0,1.0,0.0,0.0
210,0e0ee9c3-bdfe-54ea-99da-55df207d93b2,2.6666666666666665,1.5275252316519463,2.333333333333333
211,0e0ee9c3-bdfe-54ea-99da-55df207d93b2_cap0_2,2.333333333333333,0.5773502691896257,0.3333333333333332
212,0e0ee9c3-bdfe-54ea-99da-55df207d93b2_cap1_1,2.0,1.7320508075688772,3.0
213,0e0ee9c3-bdfe-54ea-99da-55df207d93b2_cap2_0,3.0,1.0,1.0
214,0e0fb444-cd5d-5abb-9565-837ff63898e4,2.6666666666666665,1.1547005383792517,1.3333333333333333
215,0e0fb444-cd5d-5abb-9565-837ff63898e4_cap0_0,3.6666666666666665,0.5773502691896258,0.3333333333333333
216,0e0fb444-cd5d-5abb-9565-837ff63898e4_cap1_0,1.0,0.0,0.0
217,0e0fb444-cd5d-5abb-9565-837ff63898e4_cap2_1,3.0,1.0,1.0
218,0e2f760b-7a15-5508-847d-50ac4cb3c8b2,2.6666666666666665,1.1547005383792517,1.3333333333333337
219,0e2f760b-7a15-5508-847d-50ac4cb3c8b2_cap0_1,2.333333333333333,1.1547005383792517,1.3333333333333333
220,0e2f760b-7a15-5508-847d-50ac4cb3c8b2_cap1_2,1.6666666666666667,1.1547005383792517,1.3333333333333337
221,0e2f760b-7a15-5508-847d-50ac4cb3c8b2_cap2_2,3.333333333333333,1.1547005383792517,1.3333333333333337
222,0ecfff62-6188-5bad-90fa-7e56990f9b13,1.6666666666666667,1.1547005383792517,1.3333333333333337
223,0ecfff62-6188-5bad-90fa-7e56990f9b13_cap0_1,3.0,1.0,1.0
224,0ecfff62-6188-5bad-90fa-7e56990f9b13_cap1_1,3.333333333333333,1.1547005383792517,1.3333333333333333
225,0ecfff62-6188-5bad-90fa-7e56990f9b13_cap2_3,2.0,1.0,1.0
226,0f9eb17a-6f7e-5505-b0ff-e0e6b5b890e3,2.333333333333333,1.1547005383792517,1.3333333333333337
227,0f9eb17a-6f7e-5505-b0ff-e0e6b5b890e3_cap0_1,4.0,0.0,0.0
228,0f9eb17a-6f7e-5505-b0ff-e0e6b5b890e3_cap1_3,1.6666666666666667,0.5773502691896257,0.3333333333333333
229,0f9eb17a-6f7e-5505-b0ff-e0e6b5b890e3_cap2_0,2.0,1.0,1.0
230,0fc7b34b-91e4-5a6e-9d34-7a12fce82669,2.6666666666666665,1.1547005383792517,1.3333333333333333
231,0fc7b34b-91e4-5a6e-9d34-7a12fce82669_cap0_0,3.0,1.0,1.0
232,0fc7b34b-91e4-5a6e-9d34-7a12fce82669_cap1_1,1.3333333333333333,0.5773502691896257,0.3333333333333333
233,0fc7b34b-91e4-5a6e-9d34-7a12fce82669_cap2_1,2.333333333333333,1.1547005383792517,1.3333333333333333
234,103e512a-494d-57a8-a3fc-1a6da18b67f3,2.2,0.8366600265340756,0.7
235,103e512a-494d-57a8-a3fc-1a6da18b67f3_cap1_3,2.6,0.8944271909999159,0.8
236,1080d6ea-ca13-5c4a-95ff-68d14b2a02b1,1.6666666666666667,0.5773502691896257,0.3333333333333333
237,1080d6ea-ca13-5c4a-95ff-68d14b2a02b1_cap0_3,2.6666666666666665,1.5275252316519468,2.333333333333333
238,1080d6ea-ca13-5c4a-95ff-68d14b2a02b1_cap1_2,2.0,1.0,1.0
239,1080d6ea-ca13-5c4a-95ff-68d14b2a02b1_cap2_0,3.6666666666666665,0.5773502691896257,0.3333333333333332
240,10905263-61f2-5c73-9eb2-f395bd841e29,2.6666666666666665,1.1547005383792517,1.3333333333333333
241,10905263-61f2-5c73-9eb2-f395bd841e29_cap0_0,2.0,1.7320508075688772,3.0
242,10905263-61f2-5c73-9eb2-f395bd841e29_cap1_2,2.333333333333333,1.1547005383792517,1.3333333333333333
243,10905263-61f2-5c73-9eb2-f395bd841e29_cap2_3,3.0,1.0,1.0
244,10b094c8-7138-5ae6-b74b-3fd95e53fbd3,2.6666666666666665,0.5773502691896258,0.3333333333333333
245,10b094c8-7138-5ae6-b74b-3fd95e53fbd3_cap0_0,2.0,1.7320508075688772,3.0
246,10b094c8-7138-5ae6-b74b-3fd95e53fbd3_cap2_2,2.333333333333333,0.5773502691896258,0.3333333333333333
247,10dee4dd-ceb1-5e96-bd72-52eb28d53dec,2.25,1.035098339013531,1.0714285714285714
248,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap0_0,2.5,0.7559289460184545,0.5714285714285715
249,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap1_1,3.0,1.0690449676496976,1.1428571428571428
250,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap2_2,1.3333333333333333,0.5773502691896257,0.3333333333333333
251,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap2_3,2.2,1.095445115010332,1.2
252,10f065ee-6c1c-5af7-9ba1-1aea9a53631a,1.8,0.8366600265340756,0.7
253,10f065ee-6c1c-5af7-9ba1-1aea9a53631a_cap0_3,3.0,1.0,1.0
254,10f065ee-6c1c-5af7-9ba1-1aea9a53631a_cap2_3,2.6,1.140175425099138,1.3
255,124ff28c-71fc-5a05-89aa-328d9dd22827,2.333333333333333,1.1547005383792517,1.3333333333333333
256,124ff28c-71fc-5a05-89aa-328d9dd22827_cap0_2,2.6666666666666665,1.1547005383792517,1.3333333333333333
257,124ff28c-71fc-5a05-89aa-328d9dd22827_cap1_0,1.6666666666666667,1.1547005383792517,1.3333333333333337
258,125cd2af-1074-57f7-9782-597eeca4bad0,2.6,1.140175425099138,1.3
